business_id,Friday
0gQrhOYWdO0XVZEKtOrvaA,17
0GRYyMRzwA9WYc8UTB2nRA,9
0Gu2cpJ5x9ZZfDDHohBY_A,28
0g_KFvnPIkA8ywTXPPeRCg,2
0HDkCZtCvua-Wahio1-pBw,3
0hoHNh8rN2D3A0wpNCGtZA,3
0hYTkJtgQGu-ysCZnmFZDQ,2
0iDFiC3ThklulFzSlJqaOw,6
0ieEqGInYunNBaBzg8j_WQ,9
0IojJ5ZpxhX_BFJdgUk0Nw,2
0iWfPm7jgGeFe_Gt8G3DAg,4
0j2UisBk89SHqihr0IdlJw,7
0jDkXQdprSgbx8GeK0dcTg,3
0Jouvs4G3d6CcG3pYGZ20A,3
0jPDeGGcCjX2BXj0DEuWIQ,0
0K35eGvzVRZEirNo5v_WfA,40
0K634ehk41ZRc4kj3NTAEQ,157
0kcStBtW94p-ooaaA2PbIQ,2
0kZ4aYmqf5fzTt9Yvz8Kvw,15
0LCqaCnEGesFEhpa6qNauQ,7
0le8kj4gIHe9aZ1NfS2_Ag,1
0lEp4vISRmOXa8Xz2pWhbw,48
0lfA2GcxcvdhvVKvVXN40w,0
0Llpzg85OhJF2CqJPU08Ew,3
0M0K0dElhzTAqeaoLA0JgQ,2
0m0KmAYGvC34MfwJIEgCEA,9
0MepUkozmPI0YQp8Bp7p8g,7
0mipXeIcQaqhkpseD8-0vQ,69
0MoKiXqYSvyJu_BFugwFqg,0
0nGjXTpUtpIJl10PL0eBGg,39
0NhcabzEyeCIMsNCPOX-MQ,13
0NKRV1kMtzHNpNbl8TYPDA,9
0O9Un17ZGVm5_JKkyHytSQ,4
0ONypOKIhttBz9IJzBE8jg,32
0oRG2_PbJglmK3jg7LWDmA,3
0PHtGlX__H_XHe9638DtLg,2
0PRRN8ncFFIY4nPIbmbqbQ,0
0QFxzJAd_6SQ55LSTc_v4g,3
0qiGyzxHr5wDDJLXbSRYAA,4
0QrA-Klgp1R-GzUr6uJS7Q,15
0qTluM4Hs4uLMJSxesnLqQ,1
0QTn4pMzKv1mnQifcP9YoQ,8
0qUesn1TBPpPjW20h5Lqfg,29
0rbT0Nf-A56t4DnYIIvy-Q,2
0rd-jRz43JDkx1ghoHnEXQ,6
0ROrgaauL7hmivzyd34iKA,0
0RqNRc6RiILzZxK9J8Kqug,27
0Rrih6W3LGrNGB_3cQaplg,9
0sML_PZTH3aQcXi5bkyLZA,23
0sNQHGJCb6ckMW3P_J3oXA,0
0SQmfh7ppX3HnYx9SxmReA,8
0tQhcd-ACWuEm_sWx1fKUg,12
0tqrgESNOpN2CNoEtCGYpQ,29
0u0I_UUbsE6kc9so_WlBRQ,1
0udEgNqy5rLR5pZ4kD19Og,30
0UoiVRI6RXedld2gd0i-bA,1
0UWfvm0ah-8DVSm3nkbsMg,0
0UZ31UTcOLRKuqPqPe-VBA,575
0vFCASHpp2VBeTuVus4MOg,4
0VHXNBdx-XIYUAob6QgtPA,4
0VLZj0f3llL9IkL5GOT3lg,3
0VpsHbGLHDVKIKAi0ZliyQ,11
0Vty6xYvihX-kmsocY1HWQ,25
0vYp6ITH7FsBtlpFcWTdRA,2
0VyvlA1mZsDoYd3kkRjevA,19
0VZ9kijz5gM38xP6UCZ9uw,0
0vzZ_Bcb02rJljeMU9XkBw,35
0w3BMfywLZvPkkv3b6-wfg,1
0w8fZao3bZYF57vyYoJjZQ,1
0wcIW43ZFTeVFmRMvylZxQ,33
0wK--zW6Bgqgvnob8Qc77g,9
0wlMvYeB9-LSZPv-heSF4Q,9
0wRPvS-sG5x-pEMKVuDBJg,6
0xDNu8EhXAaHVfhHjkYUHQ,26
0xJnnx_oYYZb9pBmzzGIlg,13
0Xnduj9w6aYHOtN_RlHUng,1
0xWF7PpTNl-awqg2YGxxFQ,15
0Xz7umPUtAxf6JMHwybnmg,1
0yBs5wbVw9gTIDe9Z-rMTg,17
0YCV8260mMgN0PxuzAtO3g,0
0YEbfeYZXkcTwjos9cgaEA,6
0yfN4bdKZfkFSXseB2kOBg,4
0ylC0tsPUY3yaoXRaCDL3Q,5
0ytZOTV8kv67sUWDRgXL_A,1
0Z5ZdHaqmE1Iu8aTgp2qXg,0
0zcHBms7sK9IYv4zn_qrqQ,24
0zHHvaVxvR5BpFXECvNNFQ,10
0zj1T4Zc7l_dXZhO3U-nfw,1
0zjzaE5tCH86JnPZwDpfaw,72
0_vMnSRqc5aZUg1eBk3l2g,40
1-1VcGTL3GyCqUpXZLFTZA,43
1-olreZavAIvmMefkZrWdQ,0
10BgGvCMDH-JbYsg8KRLRg,0
11TvD4sCfA8GEqLDANpbSQ,0
12ti55UYaJ82eDTAI-adHA,7
12WjqfqjP3hgSUc-O-FnFw,13
136zvrfN6Kpr9tFj3OMNUQ,11
13ApBJpR1W7cke__9j74Bw,3
13lNc7KSuVHBrUybTR23qw,9
13VZKXF7bBuLsLDh_r3g0w,0
145SQ_msdQ1yo7J0E63VoA,10
14K90G-hbfk795NY7cKxMA,65
14Ys8nYayXPpUouHsyTN1A,4
15JZ0ME6eOtShdLctzfR6w,2
1621ir5mjVgbHwxCbMAEjg,19
166feddAL9YETnzTSUJ8aA,0
16olLTJnCA0Q3B_oft0RvQ,2
16orLd_wKfdfh4AxTZu_zQ,1
16SBP4NJhr7PTOW-WnRL5A,1
17AGor2KUDMLUV5u5NbTnw,2
17AQhJKGRA3YLeN0pB64cg,13
17DI33J8TkcfzyoiIYLQIw,18
17SERT_RRNDqPrf418OQvQ,4
18hSbjtTEd-iLBbX9cAILQ,2
18oecrR4bf-ctLvVGEaSLg,22
18TUn9oiW0k0yB6lheiOvw,50
18X496TOlKunSiAnm6z1dg,11
19hZVXTJ8nGUMBsuIfgm5g,1
1AMncE6Lxdr6J9PeqZi4nA,20
1Ap6ZNCvyLLKHP0wvCk9yA,252
1AR1oHvHVPihkNWNyQ7wtA,1
1B5vpxnZYXKil_k5d5MpEQ,0
1BBYTiRHddjgAvDUht5WAg,5
1bLnV57i6UYvG_FSG-7WTg,4
1cGZU2gDewDfEu-bBMZEgQ,5
1CNJeljdT4Ap7B-8ddbkYw,6
1CNKe3H07sLu6rigOpAYsg,122
1crzPdwnlm2zHdQ2nP4n7w,1
1cTI09YZ3uRPXt3YkznuPg,11
1ctVj76TXrHpqX3px49n6A,2
1CU_ksC32Hz7QmioMH91nQ,42
1CwRtFemRPSZuoOlEGpqIw,0
1dC3GSC5bgQf9wEp-bv8PQ,62
1DDTdvU06tng7o0vU7-rig,4
1DgSbbjaT7z3LCui1zZ1cg,11
1DjRf3AdYpdlC1Df9KD6rA,1
1Duul3qCnLrNak1Np-iHfw,85
1DXImhJuHhU221oRQ8zJ9g,6
1eBJyYf3JEccqXUFxG1VWQ,14
1eCgFaDYZRrCxuUErHa_tg,4
1eCvpgvB4QA-0fSwb8-5Dw,0
1EijFh9CwBquhE25Vmpekw,0
1eJiyKXx_ruNu6F36BJQCg,42
1EkTJSMIne48E8LTAOjhvw,2
1Em9F8YAExkGP-_bglFAhw,5
1EnMK0EMcRJrzVtB-feNXQ,3
1es60210U2Zho5LzG46Bxg,9
1F-pelV0fTduYV_vCrvjLA,37
1f0g466Geu4nDdJhYQ_Vhg,11
1F3wLIHATM_-Ec_E4GAoiw,3
1f67KfT4jxRkj4m9AmwrMA,7
1FkRvL3fj2ERBoddXwanTQ,15
1g1rzWxU-2PQqI0-9ajFsA,1
1ggcLvWPBDWnp5MVTRnoRg,40
1gM3AuckLVCPuG4uxrnB0Q,3
1h-x5eHWcCYa1Yj0TNiUEA,2
1hcGT6I1vAIH_pZuyud0HQ,1
1HNEj6kcEw369RX9Vlcixw,6
1HqmlbLCoFBEF_V77oJTnw,24
1J1iid_qU__8_CxiS2Zw4Q,1
1J6fSg7Vd3gycjkqT7jW9Q,5
1JtBZRcuyLnFn9pGmwMddg,0
1jXZJ3JUuR2SBFCv4vAJ_g,0
1jzi9o0J2dePrHwJslZisA,0
1kPUkLq_3gMtX_HRwcF17A,5
1LjuIrLNPrIi_ZUwr7qFKA,2
1LJZUxAzf6EIvphl1wnj4A,1
1lPG5M2N8wWNJMrricrbIw,2
1LSxfyNIUFbQb-Ej0FDGTw,12
1M4oczf2lmkdgbrJ3J7OqA,39
1MDfrVkvxMKS06jPNPhLcA,13
1mhywrdsgdqJM3OGZIpVtA,114
1N3D381l_VZZY4ZH-vpDww,3
1Nge1ObX93-y1AoXONt34A,6
1nhug_rhFFtF9D61X_EVBg,11
1nIf2BoKPoNHbQKbi-Izig,1
1nq6zzJuVgwaHtXau97_Iw,4
1nsxori657cAx2hiyYb4rA,0
1nyX5dTwS4Ymi2GnfFtIIw,4
1NZLxU5WvB5roPFzneAlLw,50
1OA1jo0GlK9sf68f00w8ZQ,175
1oFvqm7eSpJbVpxpPxueaA,19
1OigyqVxIfE6AGKNGWZjnw,23
1ojDBw2DJEDu14cZxnR_JQ,10
1P8Yy8s5h2TK_SbweAz4TQ,3
1PaH4t64MN_MFAaM53ra6A,1
1pGC-0jvQ6vN5rzmCHjmfg,358
1PM40DbmTVCNgENzZfs1kg,1
1PWBVeIGZSdLdabs_5HUCg,3
1pYcTdg1n7_S867aR4SAvw,4
1Q1hrAxT2X3lgxDLBOLEQA,17
1Q5RBgfdqaksCLe4s5A2jA,0
1QNkTUtdi2yksBhxPpFV4A,5
1qrrdRh4cgMW-dm5kVNmdA,8
1qw1cml6wPSza3v_PIse1Q,8
1QxI2IP3XfndDAY8nyZVPg,125
1Q_H3BLhKBymF6Se8FfZNw,7
1rdEcwDIsb7j5RhqE2oZhQ,0
1sacSjgDNAj8SPvxLo4Efw,3
1sdIDMz5ntCHrClzCgjgJA,0
1sje-96tofVSip2ed3OWdA,12
1sNa5oW9ZYX8MbMFkx9LzQ,50
1svyifERkfuuz02lbeK2dA,0
1TB4WNBOdNQkueagIUh_FA,7
1TK6VbNcI-vvcNXbAgydew,3
1txrkesd2yFYiwjcSFzRpA,11
1UdCdMWYrcXlYUNtwrDeTg,8
1udzLbeQxmLTbOtgyVP0kQ,2
1uFIjxwBRi8vGqc6vpNO9w,2
1ulwCamdqoX-SdMTcOhHDw,4
1UXockAOf9jZnHuMjYiA-g,2
1UydNTqQQ-qo8l9JTg_b9w,4
1U__JyhW9eiZ2z4djki1WA,1
1v5Z101rbtRumsQTcm-GfQ,13
1VxpVxY6X93m2C1hLGLAOw,0
1vYaGPKQzMebBJXFCGTH2g,2
1WFZMZz2-JEuKl7jsKJ7DQ,2
1wMVNdQKotnWI81xW-ZUcA,33
1WUxcJDtvGgGUqsFMqJ5vg,8
1WZi3bBMy20SEd5lnlbG4A,8
1xGhmD8-UjoRbGcBqkc6cA,4
1XiG4o4edRcoBcIrP209yg,16
1XiUlZuB1LhIAXXXOQFTFA,4
1xoBnMmR1KqHFnDILTqAQA,1
1xoySA9Lzh3lwJeWJsq2Jg,7
1xu5wFd0TeBg6xNBiRtknw,5
1yu0qoB0jgN-PADZX92RoA,7
1YYy56iVwF60VeAeqKrFNw,0
1Z-_DX5cfBpC_llNQi9Y_A,0
1z8GEz_Gr7qeBBuMp42WBQ,16
1zDCfNgtfyh-Uw8j3JxhHA,36
1zK6sQSyZlPJpzefjA-GHg,6
1zM7busmXUfYrbNiIHIcuw,40
1zPhQ3_jdmQTn9_--IbYLQ,17
1ZrdZA3vqoILZ8DQU0BJPA,1
1_43FZHx3P5D7X-CpIR9WA,36
1_BZ-mQoPyGWjltb3B1M7Q,23
1_hehqhtdcsYiBQ9rkwDzg,9
1_qBaoEcCZrl2tIzNdRAkQ,2
1_siFXaQbxck3tiKRwnq7Q,32
1_WD7kvNQAbscw1c7CFH3A,11
20scqMi4o-b5ZaEBIGIewQ,5
211DetkFdxd8sQ54CMU35A,45
21yMkDG8nN2nANLVjIO4-w,2
22K8kQzK4UtLwQAwOCf0MA,0
22s5idshuEIPlEcf1ObbMg,6
23g7ZqhFgmvJzYcYX27ZGA,21
23sB_DG-bQO3luNlZ-vi4g,0
24OmQWFTnbfGv-e8GyEMAw,84
24qSrF_XOrvaHDBy-gLIQg,48
24V8QQWO6VaVggHdxjQQ_A,87
24XXd1EuvUswXG--qS5U5g,4
250I2C80JTgVwE23IPylHQ,7
25JT5gNeZ782lP1cHTbKFg,4
26DWDgTLuo4qhDbLDJHIdg,25
26m1rBWDr6M1AjwUTPkxfg,2
27hfvE5DcOY3J1-MWbTU9Q,8
28rwOFllr-sJs3UQKkx1Bg,0
28ycqW56i70yM_C0ejNv9w,24
29hR24tcAM3JZaXfA5xCxQ,16
29ub4twRqgmWb5iMosV4ig,3
2a-GOytQbxt8wim9VuHWsA,5
2ACllAGN__ceWI3VS6vDSQ,0
2aqj3YiVnZ3FKHDLzlstpw,1
2AWFQ2h-lLtITcvWk7fleg,0
2B9JbDVjDXeY-4uANGY6ng,0
2Bd3gy5lmINZ-2QxXVRLdA,2
2bdKR3l4o-S1CscLqqnvVw,21
2bFBzziB3_yTGYcUerd9nw,2
2bMV5XzTY9k89y0Lv9yhqQ,0
2boDLxiH__m9Q0ApTJTwQQ,2
2BSF6wu1V3KfyFJf1DQ3DQ,20
2BwPs-mId-B7dm00HtsMnA,10
2BWTKRkPNgTTZNWGMkmYRw,14
2bZk38_vJCkAVI0f2TeqZQ,4
2ceeU8e3nZjaPfGmLwh4kg,310
2cMWbJvpxgmSAWoRQzcNIA,1
2CvVWNI__s1I7ns6w_zILw,16
2CYIJPEd2SQ38khwuULvAw,15
2dJ_UPPCpcjo5JeYPnjaYw,7
2DmNeO4CwPWj27QBbq_mfg,0
2DOJ2GyphXQf_f3OKJEPzw,11
2DVpXULFcUQCqqGPxw6wWQ,3
2e1jzfiHFGCRpV66gYNVbA,164
2e1to_xZayL48779bJtR9g,1
2e3v5rl80j4pI3L2135xYg,103
2e4LeI46Mo9YF24RnnJadQ,27
2E5iuTckRcbtJm2pC1tIlQ,4
2eedL3hDviwReK0w1NkRIw,1
2EfXE9Fz1bCHFJpgrzE77Q,12
2eOFMzIllez87VZjXwf66g,5
2eRiygVxNZbOarddftqLMg,5
2F0Ix-kZADPqjbjYwDNWdQ,0
2F7ROAX7Yp1jSO3J-z0GEA,0
2FqG3fBB2XffmRTnc6YI_w,3
2FudHUhV9U54dm0S1ePuCw,42
2gMx4KnXbNtpoCuVCmyo3g,1
2h9LsLPdJ7OvZrYJZhVdAw,87
2HHf0hiKtZm5nzt3irlaDA,7
2HJW3ZhbCEHZRzQxGYgT_Q,0
2HUkoi6pLuKCkmu7v962Iw,25
2I666dqzs1XB6xigIKa9bA,25
2iacT7J9o_UIIRNnF92WXQ,18
2IL3_EiqEJggwvTYx7cofw,17
2IWCmtpNVvu1h0UEc4S5DQ,3
2IXK25_GTVZjWLg_h65Baw,7
2J1DtN7FjGICQcgRei3jKA,9
2jCyo55dFgGzYpoIX8TwgA,32
2jG1Bpa3mvKnBEBwWNh6Rg,10
2JZv-P1lDKOPKvefQlYDEQ,19
2k1I66IxKL9vJnRQhXWkDQ,0
2KlNLhtUOe3emgdF1t42tw,3
2MBFuoLUzBoi4zRqH8dG-Q,13
2mcmuAvpNIJuV3gV0v9v2A,20
2MM1zXQotfBkW4YRMPY-ZA,2
2MM8cFKHp8OaB13fp0ysGw,1
2MnddlXbOo0AdEim1CZ8_g,5
2nd4_b7-DFjI921Mtt7GrA,5
2nGQW91SE-2o5dX32kQ-tQ,4
2NnES_12fMqudH3L5bdrSA,0
2nxQ9enKGYktl0AHZtQgog,6
2nzUx_M8Szyzsf4CszHasw,84
2o8wGRVSn1UCrwSMqwgu-g,6
2odfQHAJvM4ceIZqbIKK5g,0
2OHtjgDmWFJFXUoWcl_vTA,4
2OuLHSMMPlfa_ohMVXfnPA,4
2OXmEkZheyM3115zFT6zrg,1
2OY8xs4aqOt8eTnYokdrww,51
2oYhEHgSDLqYXYlAqnChuw,15
2P8ZJasw3lS2oXL7gCOTSA,11
2q1JLqJ7IIYXONhOKJKoGA,2
2qbajPD8M7PJlWWaHSRR5Q,13
2qf-0qkDNh7r8iU0498htQ,0
2r8jGeuYvMkyP2ik_X-Bxw,73
2Rcde1wjg6FeczFB3TwS4A,6
2rMf09C5uXzF2qIlD5F5BA,18
2RPFwqKLkDRa1_2M2bJ6Eg,9
2RusLQcgpQ2BajF_1zevKg,10
2T36c1mym1zG5dOa1fWNoQ,4
2TK2w_wpYeqRnBc7jkczIw,4
2to5b5taseO9zZ9tnQqhlw,3
2TWGIhh6y-f9fe-Q6kySGQ,40
2UfTG6BpFgeMREXQdAd_TQ,107
2UgJNESsq4aiiah36wO-8w,0
2unQHR9uaRxk3dsW6f3MGA,7
2Uv73BJCv6l8UD_3O2gOZg,3
2voFtcyopB3jJHepouMWDQ,19
2VpSPb8IVXNqyVY5n7caGg,7
2VU7F1oqCxpVPVlvpwvacw,26
2VyJINnFzXVjWWRxn_FsRA,1
2v_eqECNNY1MS4DHjpj3FA,35
2W2AwR-5z_jQ0Ihg9A5cPg,4
2wfJYEPRyc-JkH3wFEv3IQ,2
2xczXFsc4GeilxL8B8R3Vg,2
2xuhzqiZz4T5vNdzEgT7fQ,2
2yMqb2Ey4PspeyLn4y2dHQ,1
2Yn5IgbAOtc7_bT0g47bQA,0
2yTFyn4Tv6gu63i5WMHjRg,28
2Z35_AsU6qWU0YaOftjLVA,23
2zJbG645xRdTfAprhaVQTQ,4
2ZnCITVa0abGce4gZ6RhIw,2
2zXqFId4jYuk2K8w1KI-Qw,15
2_2ZXkaADBIvzLc0avj8KA,3
3-zvo4Y_Bagw6Yifvh1TPg,5
31bXixwy2GNmRlhpl21reA,9
32X-4aALQG3Sc_o5hVrv7Q,9
3398Ccw-mUHbzYcIToDi6g,20
34Ro9GiCAktSZRwUQiNjfw,0
35fKolVRrf2ulODyHw04cQ,0
35Om8exyCLHWeijbxDPB1w,3
35uDzLpJlbSztgkJLtg1kw,76
36DXgXqX09R-ICwhVY55Ig,2
38ei9EOHa9WP6iIHOUlHSQ,7
38hRKTr67-RnoryoBtapoA,0
38iSJK9_XEMuz_3JBu_k3g,3
38n7vTuYBUVunJN9IAcMmw,2
38nEHav_0tMMCMZXTisfCg,3
38t_y3BWZOkuGX-KDsLu4w,1
